timestamp,topic,score,status,tokens_in
2026-04-13T22:40:49.229183,Navy,0.0,UNSTABLE,3
2026-04-13T22:55:53.598042,Navy,0.0,UNSTABLE,2
2026-04-13T23:02:57.962641,Navy,0.0,UNSTABLE,59
2026-04-13T23:08:55.041624,Navy,0.2,UNSTABLE,52
